616102.1463615666,2355870.4040021547,4,Q,616158.5567570315,2355870.8044864903,4,Q
614810.4202372076,2356594.9342014585,4,Q,614821.6396375882,2356582.2938328045,4,Q
614821.6396375882,2356582.2938328045,4,Q,614837.8316580432,2356573.5517356806,4,Q
614837.8316580432,2356573.5517356806,4,Q,614852.2785125154,2356576.9741251627,4,Q
614852.2785125154,2356576.9741251627,4,Q,614857.3197163066,2356572.581632177,4,Q
614857.3197163066,2356572.581632177,4,Q,614853.0135001122,2356552.08341185,4,Q
614853.0135001122,2356552.08341185,4,Q,614861.9328878096,2356549.3786223778,4,Q
614861.9328878096,2356549.3786223778,4,Q,614889.6674680747,2356561.7501885053,4,Q
614889.6674680747,2356561.7501885053,4,Q,614898.6244526154,2356555.1712688436,4,Q
614898.6244526154,2356555.1712688436,4,Q,614907.6332199507,2356539.747983192,4,Q
615565.5873587251,2356269.898420951,4,Q,615624.5713526697,2356183.384362696,4,Q
615215.7444129154,2357181.6158449375,4,Q,615193.780116847,2357174.9077522983,4,Q
615193.780116847,2357174.9077522983,4,Q,615178.6426380363,2357157.698294277,4,Q
615178.6426380363,2357157.698294277,4,Q,615170.6705138669,2357126.104347985,4,Q
615170.6705138669,2357126.104347985,4,Q,615168.1661901167,2357106.1168374247,4,Q
615307.1227615983,2357229.815888646,4,Q,615296.8691802584,2357223.1791888634,4,Q
615296.8691802584,2357223.1791888634,4,Q,615298.6164649138,2357219.5827650134,4,Q
615298.6164649138,2357219.5827650134,4,Q,615238.2038636273,2357182.825780396,4,Q
615238.2038636273,2357182.825780396,4,Q,615215.7444129154,2357181.6158449375,4,Q
615168.1661901167,2357106.1168374247,4,Q,615166.1086730028,2357099.272294,4,Q
615166.1086730028,2357099.272294,4,Q,615153.3878450816,2357093.8691961966,4,Q
614620.1508253802,2357354.0912249335,4,Q,614624.1676356927,2357322.6702184184,4,Q
614622.4911602596,2357291.0432448084,4,Q,614618.843677075,2357259.4356619883,4,Q
614620.0285477535,2357254.661836385,4,Q,614622.6886852992,2357251.038539719,4,Q
614631.8836450968,2357250.394551569,4,Q,614637.7817373041,2357252.461677365,4,Q
614990.2083632342,2356658.852350108,4,Q,614982.6817618589,2356677.396617858,4,Q
615012.9942793518,2356562.1300668367,4,Q,615016.5886844064,2356587.936818272,4,Q
614610.0152028827,2356848.2432222166,4,Q,614606.7499817191,2356856.7883192273,4,Q
614606.7499817191,2356856.7883192273,4,Q,614586.228820234,2356867.5703283516,4,Q
614586.228820234,2356867.5703283516,4,Q,614572.039906415,2356867.338056653,4,Q
614856.857874939,2356718.0792430365,4,Q,614834.2358795784,2356689.7035482205,4,Q
614869.3695889703,2356734.107583973,4,Q,614856.857874939,2356718.0792430365,4,Q
614813.3213284061,2356657.476534715,4,Q,614809.0422882438,2356633.1041031484,4,Q
614834.2358795784,2356689.7035482205,4,Q,614813.3213284061,2356657.476534715,4,Q
614815.2361061993,2356622.631327151,4,Q,614814.7652750969,2356609.9088752754,4,Q
614809.0422882438,2356633.1041031484,4,Q,614815.2361061993,2356622.631327151,4,Q
614104.6784607909,2356557.7481870963,4,Q,614123.1594428563,2356568.7808372816,4,Q
614814.7652750969,2356609.9088752754,4,Q,614810.4202372076,2356594.9342014585,4,Q
614645.8179301445,2357304.634440332,4,Q,614641.1988034674,2357353.8956647585,4,Q
614640.9457115309,2357256.867488535,4,Q,614645.8179301445,2357304.634440332,4,Q
616147.6582836864,2357218.1985350624,4,Q,615531.3348319852,2357320.8760196045,4,Q
614641.1988034674,2357353.8956647585,4,Q,614628.8404733122,2357401.8295951975,4,Q
615999.9570877368,2355846.443525219,4,Q,616102.1463615666,2355870.4040021547,4,Q
